,SHIP_ID,SHIPTYPE,SPEED,LON,LAT,COURSE,TIMESTAMP,DEPARTURE_PORT_NAME,ARRIVAL_CALC,ARRIVAL_PORT_CALC
47,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.322552,35.924690000000005,331,14.0,370,83.0,664
48,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.1,-5.3255230000000005,35.929809999999996,339,17.0,370,80.0,664
49,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.2,-5.3268949999999995,35.93295,340,19.0,370,78.0,664
50,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.327442,35.93588,352,21.0,370,76.0,664
51,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.8,-5.328082,35.93915,355,23.0,370,74.0,664
52,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.2,-5.331532,35.949529999999996,344,30.0,370,67.0,664
53,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.0,-5.374994999999999,36.044059999999995,330,91.0,370,6.0,664
54,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.378294,36.04825,328,94.0,370,3.0,664
55,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.2,-5.382442,36.053000000000004,325,97.0,370,0.0,664
56,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.1,-5.386638,36.05823,330,101.0,370,1436.0,664
57,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.4,-5.390630000000001,36.06261,319,104.0,370,1433.0,664
58,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.393597,36.06544,309,106.0,370,1431.0,664
59,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.398618,36.0695,317,109.0,370,1428.0,664
60,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.404305,36.07359,304,112.0,370,1425.0,664
61,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.408395,36.07557,297,114.0,370,1423.0,664
62,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.9,-5.412603,36.07734,292,116.0,370,1421.0,664
63,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.5,-5.416111,36.0826,329,119.0,370,1418.0,664
64,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.6,-5.41878,36.0875,337,121.0,370,1416.0,664
65,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.4211599999999995,36.0936,335,125.0,370,1412.0,664
66,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,3.8,-5.422433,36.09765,340,128.0,370,1409.0,664
67,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.42341,36.10224,352,132.0,370,1405.0,664
68,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.4250050000000005,36.10985,347,136.0,370,1401.0,664
69,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.4,-5.427747,36.11622,334,140.0,370,1397.0,664
70,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.9,-5.432728,36.11905,281,143.0,370,1394.0,664
71,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,3.8,-5.439096,36.11902,194,147.0,370,1390.0,664
72,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.3,-5.3098980000000005,35.89846,346,0,370,561.0,664
73,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,5.5,-5.3107120000000005,35.901340000000005,348,2.0,370,559.0,664
74,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,5.5,-5.310842,35.90606,4,5.0,370,556.0,664
75,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.7,-5.311208000000001,35.910109999999996,356,8.0,370,553.0,664
76,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.5,-5.311533,35.91398,355,11.0,370,550.0,664
77,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.8,-5.312655,35.91726,341,14.0,370,547.0,664
78,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.7,-5.314483,35.919990000000006,332,17.0,370,544.0,664
79,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.4,-5.317185,35.92243,304,20.0,370,541.0,664
80,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.3,-5.320085,35.92371,284,23.0,370,538.0,664
81,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.5,-5.3235339999999995,35.92419,280,26.0,370,535.0,664
82,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.6,-5.326137,35.92452,276,29.0,370,532.0,664
83,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.6,-5.328612000000001,35.92476,279,31.0,370,530.0,664
84,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1.5,-5.33235,35.92507,233,35.0,370,526.0,664
85,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1.0,-5.333598,35.924929999999996,273,39.0,370,522.0,664
86,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.9,-5.334678,35.92503,276,41.0,370,520.0,664
87,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.335331,35.925090000000004,279,45.0,370,516.0,664
88,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,2.2,-5.336874,35.92465,269,50.0,370,511.0,664
89,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,2.1,-5.341785,35.92491,268,57.0,370,504.0,664
90,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.1,-5.344023,35.925290000000004,282,59.0,370,502.0,664
91,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.2,-5.347277,35.92585,262,62.0,370,499.0,664
92,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1.3,-5.35292,35.925129999999996,253,68.0,370,493.0,664
93,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353555,35.92491,154,71.0,370,490.0,664
94,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.7,-5.352983,35.92467,108,74.0,370,487.0,664
95,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.35241,35.9244,139,77.0,370,484.0,664
96,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35266,35.92439,344,98.0,370,463.0,664
97,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352468,35.92456,334,119.0,370,442.0,664
98,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352362,35.92467,69,140.0,370,421.0,664
99,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352373,35.924440000000004,188,161.0,370,400.0,664
100,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.3524449999999995,35.9245,353,182.0,370,379.0,664
101,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.3524519999999995,35.92451,348,204.0,370,357.0,664
102,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352558,35.92476,309,227.0,370,334.0,664
103,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352598,35.92474,320,248.0,370,313.0,664
104,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352558,35.92491,315,269.0,370,292.0,664
105,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.3528519999999995,35.92484,150,290.0,370,271.0,664
106,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352765,35.92498,284,311.0,370,250.0,664
107,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.35395,35.92558,249,332.0,370,229.0,664
108,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.353857,35.92566,64,353.0,370,208.0,664
109,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.353063,35.92562,110,359.0,370,202.0,664
110,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.352652,35.92546,140,362.0,370,199.0,664
111,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352415000000001,35.9245,175,384.0,370,177.0,664
112,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352517,35.92419,201,386.0,370,175.0,664
113,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352519,35.92415,41,389.0,370,172.0,664
114,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352218,35.92459,168,395.0,370,166.0,664
115,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352247,35.92463,351,417.0,370,144.0,664
116,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352265,35.924620000000004,10,426.0,370,135.0,664
117,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352218,35.92481,153,429.0,370,132.0,664
118,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352257,35.92495,110,450.0,370,111.0,664
119,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352255,35.9248,14,471.0,370,90.0,664
120,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352293,35.92463,202,489.0,370,72.0,664
121,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35234,35.92437,166,492.0,370,69.0,664
122,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352142,35.924479999999996,18,495.0,370,66.0,664
123,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352129,35.924820000000004,340,498.0,370,63.0,664
124,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.352137,35.92475,167,519.0,370,42.0,664
125,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352197,35.92467,329,540.0,370,21.0,664
126,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.352149,35.92503,282,561.0,370,0.0,664
127,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352175,35.92496,221,582.0,370,1419.0,664
128,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35217,35.92487,206,603.0,370,1398.0,664
129,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352237000000001,35.925090000000004,336,624.0,370,1377.0,664
130,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352278,35.92514,339,645.0,370,1356.0,664
131,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352265,35.92525,255,666.0,370,1335.0,664
132,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352293,35.924859999999995,309,687.0,370,1314.0,664
133,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352435,35.92495,181,708.0,370,1293.0,664
134,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352499,35.92474,198,729.0,370,1272.0,664
135,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352315,35.92474,11,750.0,370,1251.0,664
136,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.35215,35.924609999999994,201,771.0,370,1230.0,664
137,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352208,35.924440000000004,36,792.0,370,1209.0,664
138,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352197,35.924240000000005,324,813.0,370,1188.0,664
139,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352203,35.924409999999995,32,837.0,370,1164.0,664
140,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352277,35.924240000000005,41,858.0,370,1143.0,664
141,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352266999999999,35.924279999999996,61,879.0,370,1122.0,664
142,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.352223,35.92443,21,900.0,370,1101.0,664
143,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.3521849999999995,35.924440000000004,8,921.0,370,1080.0,664
144,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352235,35.92443,4,942.0,370,1059.0,664
145,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.352257,35.92433,66,963.0,370,1038.0,664
146,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352195,35.92447,220,984.0,370,1017.0,664
147,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352145,35.92474,164,1005.0,370,996.0,664
148,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.352155000000001,35.92453,280,1026.0,370,975.0,664
149,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.3522110000000005,35.92455,181,1047.0,370,954.0,664
150,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.3522050000000005,35.92454,355,1068.0,370,933.0,664
151,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35217,35.92443,2,1089.0,370,912.0,664
152,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352432,35.924040000000005,4,1110.0,370,891.0,664
153,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352218,35.92453,210,1131.0,370,870.0,664
154,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352345,35.92484,354,1152.0,370,849.0,664
155,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.353255,35.9257,273,1173.0,370,828.0,664
156,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.354207,35.92563,258,1194.0,370,807.0,664
157,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35545,35.92532,250,1215.0,370,786.0,664
158,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355715,35.92481,193,1236.0,370,765.0,664
159,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355875,35.92487,172,1257.0,370,744.0,664
160,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35568,35.92501,352,1278.0,370,723.0,664
161,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355180000000001,35.92542,65,1299.0,370,702.0,664
162,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.3543400000000005,35.92543,86,1320.0,370,681.0,664
163,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.6,-5.353733999999999,35.925129999999996,112,1326.0,370,675.0,664
164,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.353212999999999,35.9249,139,1329.0,370,672.0,664
165,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.353197,35.9246,209,1332.0,370,669.0,664
166,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35354,35.92403,341,1353.0,370,648.0,664
167,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35375,35.924009999999996,246,1374.0,370,627.0,664
168,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35369,35.924170000000004,307,1395.0,370,606.0,664
169,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.353432,35.92408,359,1416.0,370,585.0,664
170,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.353395,35.9241,219,1437.0,370,564.0,664
171,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35353,35.92388,56,18.0,370,543.0,664
172,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.3535449999999996,35.92387,228,39.0,370,522.0,664
173,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.35358,35.92388,19,60.0,370,501.0,664
174,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.353395,35.92403,146,81.0,370,480.0,664
175,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.353462,35.923970000000004,354,102.0,370,459.0,664
176,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.35331,35.92427,4,126.0,370,435.0,664
177,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353268,35.92432,125,147.0,370,414.0,664
178,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353217,35.924209999999995,113,168.0,370,393.0,664
179,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353172,35.924240000000005,176,189.0,370,372.0,664
180,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353125,35.92419,153,210.0,370,351.0,664
181,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.35316,35.92426,356,231.0,370,330.0,664
182,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35325,35.9244,350,252.0,370,309.0,664
183,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353273000000001,35.92517,196,285.0,370,276.0,664
184,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.354222,35.92559,301,309.0,370,252.0,664
185,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.354673,35.92575,101,338.0,370,223.0,664
186,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35538,35.9255,259,360.0,370,201.0,664
187,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355733,35.92545,36,381.0,370,180.0,664
188,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.0,-5.35559,35.92553,30,402.0,370,159.0,664
189,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355045,35.92587,77,423.0,370,138.0,664
190,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.355597,35.925740000000005,243,438.0,370,123.0,664
191,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.355905,35.925540000000005,222,441.0,370,120.0,664
192,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.356172,35.92514,180,462.0,370,99.0,664
193,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.356032,35.925259999999994,179,486.0,370,75.0,664
194,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.355673,35.92575,63,507.0,370,54.0,664
195,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.356097,35.92545,217,528.0,370,33.0,664
196,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.356292,35.92522,208,549.0,370,12.0,664
197,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.356272,35.925290000000004,219,570.0,370,1431.0,664
198,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.356330000000001,35.925129999999996,15,573.0,370,1428.0,664
199,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.6,-5.356184,35.92544,24,576.0,370,1425.0,664
200,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.355875,35.92577,44,579.0,370,1422.0,664
201,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.355137,35.92603,65,600.0,370,1401.0,664
202,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.355707,35.92608,257,621.0,370,1380.0,664
203,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.356325,35.92568,232,636.0,370,1365.0,664
204,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.356658,35.92544,228,639.0,370,1362.0,664
205,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.3565760000000004,35.92557,228,660.0,370,1341.0,664
206,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.3566199999999995,35.92558,194,681.0,370,1320.0,664
207,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.356525,35.92572,34,702.0,370,1299.0,664
208,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.356797,35.92521,204,708.0,370,1293.0,664
209,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.356768,35.92512,5,711.0,370,1290.0,664
210,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.3566400000000005,35.92561,28,726.0,370,1275.0,664
211,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.356472,35.92581,31,729.0,370,1272.0,664
212,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.6,-5.356743,35.9254,199,747.0,370,1254.0,664
213,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35692,35.925129999999996,220,750.0,370,1251.0,664
214,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.356133,35.92575,82,771.0,370,1230.0,664
215,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.356807,35.92537,234,792.0,370,1209.0,664
216,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.356615000000001,35.92583,72,813.0,370,1188.0,664
217,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.355253,35.92625,150,834.0,370,1167.0,664
218,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.354697,35.92602,138,855.0,370,1146.0,664
